play_name,character,act,scene,sentence,text,tokens,sentiment_score
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,9,Therefore 'tis good and meet for to be wise.,"['Therefore', ""'t"", 'good', 'meet', 'wise']",0.7184
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,1,Oft have I heard your majesty complain,"['Oft', 'heard', 'majesty', 'complain']",-0.3612
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,2,"Of Tamburlaine, that sturdy Scythian thief,","['Tamburlaine', 'sturdy', 'Scythian', 'thief']",-0.5267
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,3,That robs your merchants of Persepolis,"['robs', 'merchants', 'Persepolis']",-0.4588
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,4,"Trading by land unto the Western Isles,","['Trading', 'land', 'unto', 'Western', 'Isles']",0.0
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,5,And in your confines with his lawless train,"['confines', 'lawless', 'train']",0.0
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,6,"Daily commits incivil  outrages,","['Daily', 'commits', 'incivil', 'outrages']",-0.4939
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,7,Hoping (misled by dreaming prophecies),"['Hoping', 'misled', 'dreaming', 'prophecies']",0.4215
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,8,"To reign in Asia, and with barbarous arms","['reign', 'Asia', 'barbarous', 'arms']",0.0
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,9,To make himself the monarch of the East:,"['make', 'monarch', 'East']",0.0
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,10,"But, ere he march in Asia, or display","['march', 'Asia', 'display']",0.0
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,11,"His vagrant ensign in the Persian fields,","['vagrant', 'ensign', 'Persian', 'fields']",0.0
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,12,"Your grace hath taken order by Theridamas,","['grace', 'taken', 'order', 'Theridamas']",0.4215
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,13,"Charg'd with a thousand horse, to apprehend","['Charg', 'thousand', 'horse', 'apprehend']",0.0
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,14,And bring him captive to your highness' throne.,"['bring', 'captive', 'highness', 'throne']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Full true thou speak'st, and like thyself, my lord,","['Full', 'true', ""speak'st"", 'like', 'thyself', 'lord']",0.6486
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,Whom I may term a Damon for thy love:,"['may', 'term', 'Damon', 'love']",0.6369
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,3,"Therefore 'tis best, if so it like you all,","['Therefore', ""'t"", 'best', 'like']",0.7893
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,4,To send my thousand horse incontinent,"['send', 'thousand', 'horse', 'incontinent']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,5,To apprehend that paltry Scythian.,"['apprehend', 'paltry', 'Scythian']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,6,"How like you this, my honourable lords?","['like', 'honourable', 'lords']",0.6808
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,7,Is it not a kingly resolution?,"['kingly', 'resolution']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"It cannot choose, because it comes from you.","['choose', 'comes']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Then hear thy charge, valiant Theridamas,","['hear', 'charge', 'valiant', 'Theridamas']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,"The chiefest  captain of Mycetes' host,","['chiefest', 'captain', 'Mycetes', 'host']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,3,"The hope of Persia, and the very legs","['hope', 'Persia', 'legs']",0.4404
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,4,"Whereon our state doth lean as on a staff,","['Whereon', 'state', 'doth', 'lean', 'staff']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,5,That holds us up and foils our neighbour foes:,"['holds', 'foils', 'neighbour', 'foes']",-0.4588
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,6,"Thou shalt be leader of this thousand horse,","['shalt', 'leader', 'thousand', 'horse']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,7,Whose foaming gall with rage and high disdain,"['Whose', 'foaming', 'gall', 'rage', 'high', 'disdain']",-0.7717
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,8,Have sworn the death of wicked Tamburlaine.,"['sworn', 'death', 'wicked', 'Tamburlaine']",-0.8074
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,9,"Go frowning forth; but come thou smiling home,","['Go', 'frowning', 'forth', 'come', 'smiling', 'home']",0.5106
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,10,As did Sir Paris with the Grecian dame:,"['Sir', 'Paris', 'Grecian', 'dame']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,11,Return with speed; time passeth swift away;,"['Return', 'speed', 'time', 'passeth', 'swift', 'away']",0.2023
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,12,"Our life is frail, and we may die to-day.","['life', 'frail', 'may', 'die', 'to-day']",-0.5994
Tamburlaine the Great-Part1,THERIDAMAS,SCENE I.,SCENE I.,1,"Before the moon renew her borrow'd light,","['moon', 'renew', 'borrow', 'light']",0.0
Tamburlaine the Great-Part1,THERIDAMAS,SCENE I.,SCENE I.,2,"Doubt not, my lord and gracious sovereign,","['Doubt', 'lord', 'gracious', 'sovereign']",0.2732
Tamburlaine the Great-Part1,THERIDAMAS,SCENE I.,SCENE I.,3,But Tamburlaine and that Tartarian rout,"['Tamburlaine', 'Tartarian', 'rout']",0.0
Tamburlaine the Great-Part1,THERIDAMAS,SCENE I.,SCENE I.,4,"Shall either perish by our warlike hands,","['Shall', 'either', 'perish', 'warlike', 'hands']",0.0
Tamburlaine the Great-Part1,THERIDAMAS,SCENE I.,SCENE I.,5,Or plead for mercy at your highness' feet.,"['plead', 'mercy', 'highness', 'feet']",0.3612
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Go, stout Theridamas; thy words are swords,","['Go', 'stout', 'Theridamas', 'words', 'swords']",0.1779
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,And with thy looks thou conquerest all thy foes.,"['looks', 'conquerest', 'foes']",-0.4588
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,3,"I long to see thee back return from thence,","['long', 'see', 'back', 'return', 'thence']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,4,That I may view these milk-white steeds of mine,"['may', 'view', 'milk-white', 'steeds']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,5,"All loaden with the heads of killed men,","['loaden', 'heads', 'killed', 'men']",-0.6705
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,6,"And, from their knees even to their hoofs below,","['knees', 'even', 'hoofs']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,7,Besmear'd with blood that makes a dainty show.,"['Besmear', 'blood', 'makes', 'dainty', 'show']",0.0
Tamburlaine the Great-Part1,THERIDAMAS,SCENE I.,SCENE I.,1,"Then now, my lord, I humbly take my leave.","['lord', 'humbly', 'take', 'leave']",-0.0516
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Theridamas, farewell ten thousand times.","['Theridamas', 'farewell', 'ten', 'thousand', 'times']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,"Ah, Menaphon, why stay'st thou thus behind,","['Ah', 'Menaphon', ""stay'st"", 'thus', 'behind']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,3,When other men press  forward for renown?,"['men', 'press', 'forward', 'renown']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,4,"Go, Menaphon, go into Scythia,","['Go', 'Menaphon', 'go', 'Scythia']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,5,And foot by foot follow Theridamas.,"['foot', 'foot', 'follow', 'Theridamas']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"Nay, pray you,  let him stay; a greater","['Nay', 'pray', 'let', 'stay', 'greater']",0.5859
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,2,Fits Menaphon than warring with a thief:,"['Fits', 'Menaphon', 'warring', 'thief']",-0.743
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,3,"Create him pro-rex of all  Africa,","['Create', 'pro-rex', 'Africa']",0.2732
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,4,"That he may win the Babylonians' hearts,","['may', 'win', 'Babylonians', 'hearts']",0.8442
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,5,"Which will revolt from Persian government,","['revolt', 'Persian', 'government']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,6,Unless they have a wiser king than you.,"['Unless', 'wiser', 'king']",0.296
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,Unless they have a wiser king than you!,"['Unless', 'wiser', 'king']",0.3595
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,"These are his words; Meander, set them down.","['words', 'Meander', 'set']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"And add this to them,?that all Asia","['add', '\x94that', 'Asia']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,2,Lament to see the folly of their king.,"['Lament', 'see', 'folly', 'king']",-0.4588
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Well, here I swear by this my royal seat","['Well', 'swear', 'royal', 'seat']",0.2263
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"You may do well to kiss it, then.","['may', 'well', 'kiss']",0.5994
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Emboss'd with silk as best beseems my state,","['Emboss', 'silk', 'best', 'beseems', 'state']",0.6369
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,To be reveng'd for these contemptuous words!,"['reveng', 'contemptuous', 'words']",-0.5411
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,3,"O, where is duty and allegiance now?","['duty', 'allegiance']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,4,Fled to the Caspian or the Ocean main?,"['Fled', 'Caspian', 'Ocean', 'main']",0.0
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,5,"What shall I call thee? brother? no, a foe;","['shall', 'call', 'brother', 'foe']",-0.504
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,6,"Monster of nature, shame unto thy stock,","['Monster', 'nature', 'shame', 'unto', 'stock']",-0.4767
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,7,That dar'st presume thy sovereign for to mock!,"[""dar'st"", 'presume', 'sovereign', 'mock']",-0.4753
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,8,"Meander, come:  I am abus'd, Meander.","['Meander', 'come', 'abus', 'Meander']",0.0
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,1,"How now, my lord! what, mated  and amaz'd","['lord', 'mated', 'amaz']",0.0
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,2,To hear the king thus threaten like himself!,"['hear', 'king', 'thus', 'threaten', 'like']",-0.1007
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"Ah, Menaphon, I pass not  for his threats!","['Ah', 'Menaphon', 'pass', 'threats']",0.3867
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,2,The plot is laid by Persian noblemen,"['plot', 'laid', 'Persian', 'noblemen']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,3,And captains of the Median garrisons,"['captains', 'Median', 'garrisons']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,4,To crown me emperor of Asia:,"['crown', 'emperor', 'Asia']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,5,But this it is that doth excruciate,"['doth', 'excruciate']",-0.7227
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,6,"The very substance of my vexed soul,","['substance', 'vexed', 'soul']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,7,"To see our neighbours, that were wont to quake","['see', 'neighbours', 'wont', 'quake']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,8,"And tremble at the Persian monarch's name,","['tremble', 'Persian', 'monarch', 'name']",-0.2732
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,9,Now sit and laugh our regiment  to scorn;,"['sit', 'laugh', 'regiment', 'scorn']",0.2263
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,10,"And that which might resolve  me into tears,","['might', 'resolve', 'tears']",0.1779
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,11,Men from the farthest equinoctial line,"['Men', 'farthest', 'equinoctial', 'line']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,12,"Have swarm'd in troops into the Eastern India,","['swarm', 'troops', 'Eastern', 'India']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,13,"Lading their ships  with gold and precious stones,","['Lading', 'ships', 'gold', 'precious', 'stones']",0.5719
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,14,And made their spoils from all our provinces.,"['made', 'spoils', 'provinces']",0.0
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,1,"This should entreat your highness to rejoice,","['entreat', 'highness', 'rejoice']",0.4404
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,2,Since Fortune gives you opportunity,"['Since', 'Fortune', 'gives', 'opportunity']",0.4215
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,3,To gain the title of a conqueror,"['gain', 'title', 'conqueror']",0.5267
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,4,By curing of this maimed empery.,"['curing', 'maimed', 'empery']",0.0
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,5,"Afric and Europe bordering on your land,","['Afric', 'Europe', 'bordering', 'land']",0.0
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,6,"And continent to your dominions,","['continent', 'dominions']",0.0
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,7,"How easily may you, with a mighty host,","['easily', 'may', 'mighty', 'host']",0.34
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,8,"Pass  into Graecia, as did Cyrus once,","['Pass', 'Graecia', 'Cyrus']",0.0
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,9,"And cause them to withdraw their forces home,","['cause', 'withdraw', 'forces', 'home']",0.0
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,10,Lest you  subdue the pride of Christendom!,"['Lest', 'subdue', 'pride', 'Christendom']",0.4003
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"But, Menaphon, what means this trumpet's sound?","['Menaphon', 'means', 'trumpet', 'sound']",0.0
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,1,"Behold, my lord, Ortygius and the rest","['Behold', 'lord', 'Ortygius', 'rest']",0.0
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,2,Bringing the crown to make you emperor!,"['Bringing', 'crown', 'make', 'emperor']",0.0
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,1,"Magnificent and mighty prince Cosroe,","['Magnificent', 'mighty', 'prince', 'Cosroe']",0.5994
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,2,"We, in the name of other Persian states","['name', 'Persian', 'states']",0.0
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,3,"And commons of this mighty monarchy,","['commons', 'mighty', 'monarchy']",0.0
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,4,Present thee with th' imperial diadem.,"['Present', 'th', 'imperial', 'diadem']",0.0
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,1,"The warlike soldiers and the gentlemen,","['warlike', 'soldiers', 'gentlemen']",0.0
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,2,That heretofore have fill'd Persepolis,"['heretofore', 'fill', 'Persepolis']",0.0
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,3,"With Afric captains taken in the field,","['Afric', 'captains', 'taken', 'field']",0.0
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,4,"Whose ransom made them march in coats of gold,","['Whose', 'ransom', 'made', 'march', 'coats', 'gold']",0.0
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,5,"With costly jewels hanging at their ears,","['costly', 'jewels', 'hanging', 'ears']",0.3818
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,6,"And shining stones upon their lofty crests,","['shining', 'stones', 'upon', 'lofty', 'crests']",0.0
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,7,"Now living idle in the walled towns,","['living', 'idle', 'walled', 'towns']",0.0
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,8,"Wanting both pay and martial discipline,","['Wanting', 'pay', 'martial', 'discipline']",-0.1027
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,9,"Begin in troops to threaten civil war,","['Begin', 'troops', 'threaten', 'civil', 'war']",-0.7579
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,10,And openly exclaim against their  king:,"['openly', 'exclaim', 'king']",0.0
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,11,"Therefore, to stay all sudden mutinies,","['Therefore', 'stay', 'sudden', 'mutinies']",0.0
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,12,We will invest your highness emperor;,"['invest', 'highness', 'emperor']",0.0
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,13,Whereat the soldiers will conceive more joy,"['Whereat', 'soldiers', 'conceive', 'joy']",0.624
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,14,Than did the Macedonians at the spoil,"['Macedonians', 'spoil']",0.0
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,15,Of great Darius and his wealthy host.,"['great', 'Darius', 'wealthy', 'host']",0.765
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"Well, since I see the state of Persia droop","['Well', 'since', 'see', 'state', 'Persia', 'droop']",0.2732
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,2,"And languish in my brother's government,","['languish', 'brother', 'government']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,3,"I willingly receive th' imperial crown,","['willingly', 'receive', 'th', 'imperial', 'crown']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,4,"And vow to wear it for my country's good,","['vow', 'wear', 'country', 'good']",0.4404
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,5,In spite of them shall malice my estate.,"['spite', 'shall', 'malice', 'estate']",-0.5267
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,1,"And, in assurance of desir'd success,","['assurance', 'desir', 'success']",0.7269
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,2,We here do crown thee monarch of the East,"['crown', 'monarch', 'East']",0.0
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,3,Emperor of Asia and Persia;,"['Emperor', 'Asia', 'Persia']",0.0
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,4,Great lord of Media and Armenia;,"['Great', 'lord', 'Media', 'Armenia']",0.6249
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,5,"Duke of Africa and Albania,","['Duke', 'Africa', 'Albania']",0.0
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,6,"Mesopotamia and of Parthia,","['Mesopotamia', 'Parthia']",0.0
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,7,East India and the late-discover'd isles;,"['East', 'India', 'late-discover', 'isles']",0.0
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,8,"Chief lord of all the wide vast Euxine Sea,","['Chief', 'lord', 'wide', 'vast', 'Euxine', 'Sea']",0.0
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,9,And of the ever-raging  Caspian Lake.,"['ever-raging', 'Caspian', 'Lake']",0.0
Tamburlaine the Great-Part1,ALL,SCENE I.,SCENE I.,1,"Long live Cosroe, mighty emperor!","['Long', 'live', 'Cosroe', 'mighty', 'emperor']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,And Jove may  never let me longer live,"['Jove', 'may', 'never', 'let', 'longer', 'live']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,2,"Than I may seek to gratify your love,","['may', 'seek', 'gratify', 'love']",0.7579
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,3,And cause the soldiers that thus honour me,"['cause', 'soldiers', 'thus', 'honour']",0.5719
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,4,To triumph over many provinces!,"['triumph', 'many', 'provinces']",0.5255
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,5,By whose desires of discipline in arms,"['whose', 'desires', 'discipline', 'arms']",0.0
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,6,"I doubt not shortly but to reign sole king,","['doubt', 'shortly', 'reign', 'sole', 'king']",-0.1901
