play_name,character,act,scene,sentence,text,tokens,sentiment_score
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,5,"Millions of soldiers cut the  arctic line,","['Millions', 'soldiers', 'cut', 'arctic', 'line']",-0.2732
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,6,"Bringing the strength of Europe to these arms,","['Bringing', 'strength', 'Europe', 'arms']",0.4939
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,7,"Our Turkey blades shall glide through all their throats,","['Turkey', 'blades', 'shall', 'glide', 'throats']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,8,And make this champion  mead a bloody fen:,"['make', 'champion', 'mead', 'bloody', 'fen']",0.4069
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,9,"Danubius' stream, that runs to Trebizon,","['Danubius', 'stream', 'runs', 'Trebizon']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,10,"Shall carry, wrapt within his scarlet waves,","['Shall', 'carry', 'wrapt', 'within', 'scarlet', 'waves']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,11,"As martial presents to our friends at home,","['martial', 'presents', 'friends', 'home']",0.4767
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,12,The slaughter'd bodies of these Christians:,"['slaughter', 'bodies', 'Christians']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,13,"The Terrene  main, wherein Danubius falls,","['Terrene', 'main', 'wherein', 'Danubius', 'falls']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,14,Shall by this battle be the bloody sea:,"['Shall', 'battle', 'bloody', 'sea']",-0.7096
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,15,The wandering sailors of proud Italy,"['wandering', 'sailors', 'proud', 'Italy']",0.4767
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,16,"Shall meet those Christians, fleeting with the tide,","['Shall', 'meet', 'Christians', 'fleeting', 'tide']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,17,"Beating in heaps against their argosies,","['Beating', 'heaps', 'argosies']",-0.4588
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,18,"And make fair Europe, mounted on her bull,","['make', 'fair', 'Europe', 'mounted', 'bull']",0.3182
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,19,"Trapp'd with the wealth and riches of the world,","['Trapp', 'wealth', 'riches', 'world']",0.765
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,20,"Alight, and wear a woful mourning weed.","['Alight', 'wear', 'woful', 'mourning', 'weed']",-0.4404
Tamburlaine the Great-Part2,GAZELLUS,SCENE I.,none,1,"Yet, stout Orcanes, pro-rex of the world,","['Yet', 'stout', 'Orcanes', 'pro-rex', 'world']",0.1779
Tamburlaine the Great-Part2,GAZELLUS,SCENE I.,none,2,"Since Tamburlaine hath muster'd all his men,","['Since', 'Tamburlaine', 'muster', 'men']",0.0
Tamburlaine the Great-Part2,GAZELLUS,SCENE I.,none,3,"Marching from Cairo  northward, with his camp,","['Marching', 'Cairo', 'northward', 'camp']",0.0
Tamburlaine the Great-Part2,GAZELLUS,SCENE I.,none,4,"To Alexandria and the frontier towns,","['Alexandria', 'frontier', 'towns']",0.0
Tamburlaine the Great-Part2,GAZELLUS,SCENE I.,none,5,"Meaning to make a conquest of our land,","['Meaning', 'make', 'conquest', 'land']",0.0
Tamburlaine the Great-Part2,GAZELLUS,SCENE I.,none,6,'Tis requisite to parle for a peace,"[""'T"", 'requisite', 'parle', 'peace']",0.5423
Tamburlaine the Great-Part2,GAZELLUS,SCENE I.,none,7,"With Sigismund, the king of Hungary,","['Sigismund', 'king', 'Hungary']",0.0
Tamburlaine the Great-Part2,GAZELLUS,SCENE I.,none,8,And save our forces for the hot assaults,"['save', 'forces', 'hot', 'assaults']",-0.0772
Tamburlaine the Great-Part2,GAZELLUS,SCENE I.,none,9,Proud Tamburlaine intends Natolia.,"['Proud', 'Tamburlaine', 'intends', 'Natolia']",0.4767
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,1,"Viceroy of Byron, wisely hast thou said.","['Viceroy', 'Byron', 'wisely', 'said']",0.4215
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,2,"My realm, the centre of our empery,","['realm', 'centre', 'empery']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,3,"Once lost, all Turkey would be overthrown;","['lost', 'Turkey', 'would', 'overthrown']",-0.3182
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,4,And for that cause the Christians shall have peace.,"['cause', 'Christians', 'shall', 'peace']",0.5423
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,5,"Sclavonians, Almains, Rutters, Muffs, and Danes,","['Sclavonians', 'Almains', 'Rutters', 'Muffs', 'Danes']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,6,"Fear  not Orcanes, but great Tamburlaine;","['Fear', 'Orcanes', 'great', 'Tamburlaine']",-0.7609
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,7,"Nor he, but Fortune that hath made him great.","['Fortune', 'made', 'great']",0.7684
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,8,"We have revolted Grecians, Albanese,","['revolted', 'Grecians', 'Albanese']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,9,"Sicilians, Jews, Arabians, Turks, and Moors,","['Sicilians', 'Jews', 'Arabians', 'Turks', 'Moors']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,10,"Natolians, Sorians,  black  Egyptians,","['Natolians', 'Sorians', 'black', 'Egyptians']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,11,"Illyrians, Thracians, and Bithynians,","['Illyrians', 'Thracians', 'Bithynians']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,12,"Enough to swallow forceless Sigismund,","['Enough', 'swallow', 'forceless', 'Sigismund']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,13,Yet scarce enough t' encounter Tamburlaine.,"['Yet', 'scarce', 'enough', 'encounter', 'Tamburlaine']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,14,"He brings a world of people to the field,","['brings', 'world', 'people', 'field']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,15,]From Scythia to the oriental plage,"['Scythia', 'oriental', 'plage']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,16,"Of India, where raging Lantchidol","['India', 'raging', 'Lantchidol']",-0.5267
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,17,"Beats on the regions with his boisterous blows,","['Beats', 'regions', 'boisterous', 'blows']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,18,That never seaman yet discovered.,"['never', 'seaman', 'yet', 'discovered']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,19,"All Asia is in arms with Tamburlaine,","['Asia', 'arms', 'Tamburlaine']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,20,Even from the midst of fiery Cancer's tropic,"['Even', 'midst', 'fiery', 'Cancer', 'tropic']",-0.34
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,21,To Amazonia under Capricorn;,"['Amazonia', 'Capricorn']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,22,"And thence, as far as Archipelago,","['thence', 'far', 'Archipelago']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,23,All Afric is in arms with Tamburlaine:,"['Afric', 'arms', 'Tamburlaine']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,24,"Therefore, viceroy,  the Christians must have peace.","['Therefore', 'viceroy', 'Christians', 'must', 'peace']",0.5423
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,1,"Orcanes, (as our legates promis'd thee,)","['Orcanes', 'legates', 'promis']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,2,"We, with our peers, have cross'd Danubius' stream,","['peers', 'cross', 'Danubius', 'stream']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,3,To treat of friendly peace or deadly war.,"['treat', 'friendly', 'peace', 'deadly', 'war']",0.6705
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,4,"Take which thou wilt; for, as the Romans us'd,","['Take', 'wilt', 'Romans']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,5,I here present thee with a naked sword:,"['present', 'naked', 'sword']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,6,"Wilt thou have war, then shake this blade at me;","['Wilt', 'war', 'shake', 'blade']",-0.6808
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,7,"If peace, restore it to my hands again,","['peace', 'restore', 'hands']",0.6908
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,8,"And I will sheathe it, to confirm the same.","['sheathe', 'confirm']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,1,"Stay, Sigismund:  forgett'st thou I am he","['Stay', 'Sigismund', ""forgett'st""]",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,2,"That with the cannon shook Vienna-walls,","['cannon', 'shook', 'Vienna-walls']",-0.1027
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,3,"And made it dance upon the continent,","['made', 'dance', 'upon', 'continent']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,4,As when the massy substance of the earth,"['massy', 'substance', 'earth']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,5,Quiver about the axle-tree of heaven?,"['Quiver', 'axle-tree', 'heaven']",0.5106
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,6,"Forgett'st thou that I sent a shower of darts,","[""Forgett'st"", 'sent', 'shower', 'darts']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,7,"Mingled with powder'd shot and feather'd steel,","['Mingled', 'powder', 'shot', 'feather', 'steel']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,8,"So thick upon the blink-ey'd burghers' heads,","['thick', 'upon', 'blink-ey', 'burghers', 'heads']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,9,"That thou thyself, then County Palatine,","['thyself', 'County', 'Palatine']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,10,"The King of Boheme,  and the Austric Duke,","['King', 'Boheme', 'Austric', 'Duke']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,11,"Sent heralds out, which basely on their knees,","['Sent', 'heralds', 'basely', 'knees']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,12,"In all your names, desir'd a truce of me?","['names', 'desir', 'truce']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,13,"Forgett'st thou that, to have me raise my siege,","[""Forgett'st"", 'raise', 'siege']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,14,"Waggons of gold were set before my tent,","['Waggons', 'gold', 'set', 'tent']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,15,Stampt with the princely fowl that in her wings,"['Stampt', 'princely', 'fowl', 'wings']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,16,Carries the fearful thunderbolts of Jove?,"['Carries', 'fearful', 'thunderbolts', 'Jove']",-0.4939
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,17,"How canst thou think of this, and offer war?","['canst', 'think', 'offer', 'war']",-0.5994
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,1,"Vienna was besieg'd, and I was there,","['Vienna', 'besieg']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,2,"Then County Palatine, but now a king,","['County', 'Palatine', 'king']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,3,And what we did was in extremity,['extremity'],0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,4,"But now, Orcanes, view my royal host,","['Orcanes', 'view', 'royal', 'host']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,5,"That hides these plains, and seems as vast and wide","['hides', 'plains', 'seems', 'vast', 'wide']",-0.1779
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,6,As doth the desert of Arabia,"['doth', 'desert', 'Arabia']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,7,"To those that stand on Bagdet's  lofty tower,","['stand', 'Bagdet', 'lofty', 'tower']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,8,Or as the ocean to the traveller,"['ocean', 'traveller']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,9,That rests upon the snowy Appenines;,"['rests', 'upon', 'snowy', 'Appenines']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,10,"And tell me whether I should stoop so low,","['tell', 'whether', 'stoop', 'low']",-0.4101
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,11,Or treat of peace with the Natolian king.,"['treat', 'peace', 'Natolian', 'king']",0.7351
Tamburlaine the Great-Part2,GAZELLUS,SCENE I.,none,1,"Kings of Natolia and of Hungary,","['Kings', 'Natolia', 'Hungary']",0.0
Tamburlaine the Great-Part2,GAZELLUS,SCENE I.,none,2,"We came from Turkey to confirm a league,","['came', 'Turkey', 'confirm', 'league']",0.0
Tamburlaine the Great-Part2,GAZELLUS,SCENE I.,none,3,And not to dare each other to the field.,"['dare', 'field']",0.0
Tamburlaine the Great-Part2,GAZELLUS,SCENE I.,none,4,A friendly parle  might become you both.,"['friendly', 'parle', 'might', 'become']",0.4939
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,1,"And we from Europe, to the same intent;","['Europe', 'intent']",0.0
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,2,"Which if your general refuse or scorn,","['general', 'refuse', 'scorn']",-0.5994
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,3,"Our tents are pitch'd, our men stand  in array,","['tents', 'pitch', 'men', 'stand', 'array']",0.0
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,4,Ready to charge you ere you stir your feet.,"['Ready', 'charge', 'stir', 'feet']",0.3612
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,1,"So prest  are we:  but yet, if Sigismund","['prest', 'yet', 'Sigismund']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,2,"Speak as a friend, and stand not upon terms,","['Speak', 'friend', 'stand', 'upon', 'terms']",0.4939
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,3,Here is his sword; let peace be ratified,"['sword', 'let', 'peace', 'ratified']",0.6249
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,4,"On these conditions specified before,","['conditions', 'specified']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,5,Drawn with advice of our ambassadors.,"['Drawn', 'advice', 'ambassadors']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,1,"Then here I sheathe it, and give thee my hand,","['sheathe', 'give', 'hand']",0.4939
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,2,"Never to draw it out, or  manage arms","['Never', 'draw', 'manage', 'arms']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,3,"Against thyself or thy confederates,","['thyself', 'confederates']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,4,"But, whilst I live, will be at truce with thee.","['whilst', 'live', 'truce']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,1,"But, Sigismund, confirm it with an oath,","['Sigismund', 'confirm', 'oath']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,2,And swear in sight of heaven and by thy Christ.,"['swear', 'sight', 'heaven', 'Christ']",0.4767
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,1,"By Him that made the world and sav'd my soul,","['made', 'world', 'sav', 'soul']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,2,"The Son of God and issue of a maid,","['Son', 'God', 'issue', 'maid']",0.2732
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,3,"Sweet Jesus Christ, I solemnly protest","['Sweet', 'Jesus', 'Christ', 'solemnly', 'protest']",0.4215
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,4,And vow to keep this peace inviolable!,"['vow', 'keep', 'peace', 'inviolable']",0.6616
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,1,"By sacred Mahomet, the friend of God,","['sacred', 'Mahomet', 'friend', 'God']",0.6486
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,2,"Whose holy Alcoran remains with us,","['Whose', 'holy', 'Alcoran', 'remains']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,3,"Whose glorious body, when he left the world,","['Whose', 'glorious', 'body', 'left', 'world']",0.6369
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,4,"Clos'd in a coffin mounted up the air,","['Clos', 'coffin', 'mounted', 'air']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,5,"And hung on stately Mecca's temple-roof,","['hung', 'stately', 'Mecca', 'temple-roof']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,6,I swear to keep this truce inviolable!,"['swear', 'keep', 'truce', 'inviolable']",-0.126
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,7,"Of whose conditions  and our solemn oaths,","['whose', 'conditions', 'solemn', 'oaths']",-0.0772
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,8,"Sign'd with our hands, each shall retain a scroll,","['Sign', 'hands', 'shall', 'retain', 'scroll']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,9,As memorable witness of our league.,"['memorable', 'witness', 'league']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,10,"Now, Sigismund, if any Christian king","['Sigismund', 'Christian', 'king']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,11,"Encroach upon the confines of thy realm,","['Encroach', 'upon', 'confines', 'realm']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,12,"Send word, Orcanes of Natolia","['Send', 'word', 'Orcanes', 'Natolia']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,13,"Confirm'd  this league beyond Danubius' stream,","['Confirm', 'league', 'beyond', 'Danubius', 'stream']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,14,"And they will, trembling, sound a quick retreat;","['trembling', 'sound', 'quick', 'retreat']",-0.1779
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,15,So am I fear'd among all nations.,"['fear', 'among', 'nations']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,1,If any heathen potentate or king,"['heathen', 'potentate', 'king']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,2,"Invade Natolia, Sigismund will send","['Invade', 'Natolia', 'Sigismund', 'send']",0.0
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,3,"A hundred thousand horse train'd to the war,","['hundred', 'thousand', 'horse', 'train', 'war']",-0.5994
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,4,"And back'd by  stout lanciers of Germany,","['back', 'stout', 'lanciers', 'Germany']",0.1779
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,5,The strength and sinews of the imperial seat.,"['strength', 'sinews', 'imperial', 'seat']",0.4939
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,1,"I thank thee, Sigismund; but, when I war,","['thank', 'Sigismund', 'war']",-0.6808
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,2,"All Asia Minor, Africa, and Greece,","['Asia', 'Minor', 'Africa', 'Greece']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,3,Follow my standard and my thundering drums.,"['Follow', 'standard', 'thundering', 'drums']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,4,"Come, let us go and banquet in our tents:","['Come', 'let', 'go', 'banquet', 'tents']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,5,I will despatch chief of my army hence,"['despatch', 'chief', 'army']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,6,"To fair Natolia and to Trebizon,","['fair', 'Natolia', 'Trebizon']",0.3182
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,7,To stay my coming 'gainst proud Tamburlaine:,"['stay', 'coming', ""'gainst"", 'proud', 'Tamburlaine']",0.4767
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,8,"Friend Sigismund, and peers of Hungary,","['Friend', 'Sigismund', 'peers', 'Hungary']",0.4939
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,9,"Come, banquet and carouse with us a while,","['Come', 'banquet', 'carouse']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE I.,none,10,And then depart we to our territories.,"['depart', 'territories']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,11,"I thank thee, Sigismund; but, when I war,","['thank', 'Sigismund', 'war']",-0.6808
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,12,"All Asia Minor, Africa, and Greece,","['Asia', 'Minor', 'Africa', 'Greece']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,13,Follow my standard and my thundering drums.,"['Follow', 'standard', 'thundering', 'drums']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,14,"Come, let us go and banquet in our tents:","['Come', 'let', 'go', 'banquet', 'tents']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,15,I will despatch chief of my army hence,"['despatch', 'chief', 'army']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,16,"To fair Natolia and to Trebizon,","['fair', 'Natolia', 'Trebizon']",0.3182
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,17,To stay my coming 'gainst proud Tamburlaine:,"['stay', 'coming', ""'gainst"", 'proud', 'Tamburlaine']",0.4767
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,18,"Friend Sigismund, and peers of Hungary,","['Friend', 'Sigismund', 'peers', 'Hungary']",0.4939
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,19,"Come, banquet and carouse with us a while,","['Come', 'banquet', 'carouse']",0.0
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,20,And then depart we to our territories.,"['depart', 'territories']",0.0
Tamburlaine the Great-Part2,CALLAPINE,SCENE II.,none,1,"Sweet Almeda, pity the ruthful plight","['Sweet', 'Almeda', 'pity', 'ruthful', 'plight']",0.2023
Tamburlaine the Great-Part2,CALLAPINE,SCENE II.,none,2,"Of Callapine, the son of Bajazeth,","['Callapine', 'son', 'Bajazeth']",0.0
Tamburlaine the Great-Part2,CALLAPINE,SCENE II.,none,3,"Born to be monarch of the western world,","['Born', 'monarch', 'western', 'world']",0.0
Tamburlaine the Great-Part2,CALLAPINE,SCENE II.,none,4,Yet here detain'd by cruel Tamburlaine.,"['Yet', 'detain', 'cruel', 'Tamburlaine']",-0.5859
Tamburlaine the Great-Part2,ALMEDA,SCENE II.,none,1,"My lord, I pity it, and with my heart","['lord', 'pity', 'heart']",0.4588
