play_name,character,act,scene,sentence,text,tokens,sentiment_score
Tamburlaine the Great-Part2,URIBASSA,ACT I.,SCENE I.,5,Will hazard that we might with surety hold.,"['hazard', 'might', 'surety', 'hold']",0.074693628
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,1,"Though from the shortest northern parallel,","['Though', 'shortest', 'northern', 'parallel']",0.026207961
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,2,"Vast Grantland, compass'd with the Frozen Sea,","['Vast', 'Grantland', 'compass', 'Frozen', 'Sea']",0.065821998
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,3,"(Inhabited with tall and sturdy men,","['Inhabited', 'tall', 'sturdy', 'men']",0.301288714
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,4,"Giants as big as hugy  Polypheme,)","['Giants', 'big', 'hugy', 'Polypheme']",0.099568941
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,5,"Millions of soldiers cut the  arctic line,","['Millions', 'soldiers', 'cut', 'arctic', 'line']",-0.539647529
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,6,"Bringing the strength of Europe to these arms,","['Bringing', 'strength', 'Europe', 'arms']",0.612676013
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,7,"Our Turkey blades shall glide through all their throats,","['Turkey', 'blades', 'shall', 'glide', 'throats']",-0.186448783
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,8,And make this champion  mead a bloody fen:,"['make', 'champion', 'mead', 'bloody', 'fen']",-0.689982686
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,9,"Danubius' stream, that runs to Trebizon,","['Danubius', 'stream', 'runs', 'Trebizon']",0.047577439
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,10,"Shall carry, wrapt within his scarlet waves,","['Shall', 'carry', 'wrapt', 'within', 'scarlet', 'waves']",0.044619206
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,11,"As martial presents to our friends at home,","['martial', 'presents', 'friends', 'home']",0.525471997
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,12,The slaughter'd bodies of these Christians:,"['slaughter', 'bodies', 'Christians']",-0.69353867
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,13,"The Terrene  main, wherein Danubius falls,","['Terrene', 'main', 'wherein', 'Danubius', 'falls']",-0.088836409
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,14,Shall by this battle be the bloody sea:,"['Shall', 'battle', 'bloody', 'sea']",-0.53651412
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,15,The wandering sailors of proud Italy,"['wandering', 'sailors', 'proud', 'Italy']",0.030489855
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,16,"Shall meet those Christians, fleeting with the tide,","['Shall', 'meet', 'Christians', 'fleeting', 'tide']",-0.022030856
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,17,"Beating in heaps against their argosies,","['Beating', 'heaps', 'argosies']",0.076918967
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,18,"And make fair Europe, mounted on her bull,","['make', 'fair', 'Europe', 'mounted', 'bull']",0.084105477
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,19,"Trapp'd with the wealth and riches of the world,","['Trapp', 'wealth', 'riches', 'world']",0.014611766
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,20,"Alight, and wear a woful mourning weed.","['Alight', 'wear', 'woful', 'mourning', 'weed']",-0.111087687
Tamburlaine the Great-Part2,GAZELLUS,ACT I.,SCENE I.,1,"Yet, stout Orcanes, pro-rex of the world,","['Yet', 'stout', 'Orcanes', 'pro-rex', 'world']",0.131860856
Tamburlaine the Great-Part2,GAZELLUS,ACT I.,SCENE I.,2,"Since Tamburlaine hath muster'd all his men,","['Since', 'Tamburlaine', 'muster', 'men']",-0.061610684
Tamburlaine the Great-Part2,GAZELLUS,ACT I.,SCENE I.,3,"Marching from Cairo  northward, with his camp,","['Marching', 'Cairo', 'northward', 'camp']",0.023870692
Tamburlaine the Great-Part2,GAZELLUS,ACT I.,SCENE I.,4,"To Alexandria and the frontier towns,","['Alexandria', 'frontier', 'towns']",0.037454247
Tamburlaine the Great-Part2,GAZELLUS,ACT I.,SCENE I.,5,"Meaning to make a conquest of our land,","['Meaning', 'make', 'conquest', 'land']",-0.348285425
Tamburlaine the Great-Part2,GAZELLUS,ACT I.,SCENE I.,6,'Tis requisite to parle for a peace,"[""'T"", 'requisite', 'parle', 'peace']",-0.027450413
Tamburlaine the Great-Part2,GAZELLUS,ACT I.,SCENE I.,7,"With Sigismund, the king of Hungary,","['Sigismund', 'king', 'Hungary']",0.063370768
Tamburlaine the Great-Part2,GAZELLUS,ACT I.,SCENE I.,8,And save our forces for the hot assaults,"['save', 'forces', 'hot', 'assaults']",-0.128058817
Tamburlaine the Great-Part2,GAZELLUS,ACT I.,SCENE I.,9,Proud Tamburlaine intends Natolia.,"['Proud', 'Tamburlaine', 'intends', 'Natolia']",0.86976419
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,1,"Viceroy of Byron, wisely hast thou said.","['Viceroy', 'Byron', 'wisely', 'said']",0.014019936
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,2,"My realm, the centre of our empery,","['realm', 'centre', 'empery']",0.222277023
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,3,"Once lost, all Turkey would be overthrown;","['lost', 'Turkey', 'would', 'overthrown']",-0.775460475
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,4,And for that cause the Christians shall have peace.,"['cause', 'Christians', 'shall', 'peace']",0.319917906
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,5,"Sclavonians, Almains, Rutters, Muffs, and Danes,","['Sclavonians', 'Almains', 'Rutters', 'Muffs', 'Danes']",-0.004095744
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,6,"Fear  not Orcanes, but great Tamburlaine;","['Fear', 'Orcanes', 'great', 'Tamburlaine']",-0.028329358
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,7,"Nor he, but Fortune that hath made him great.","['Fortune', 'made', 'great']",0.32818751
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,8,"We have revolted Grecians, Albanese,","['revolted', 'Grecians', 'Albanese']",-0.779261515
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,9,"Sicilians, Jews, Arabians, Turks, and Moors,","['Sicilians', 'Jews', 'Arabians', 'Turks', 'Moors']",-0.460498672
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,10,"Natolians, Sorians,  black  Egyptians,","['Natolians', 'Sorians', 'black', 'Egyptians']",-0.15220876
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,11,"Illyrians, Thracians, and Bithynians,","['Illyrians', 'Thracians', 'Bithynians']",-0.009678073
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,12,"Enough to swallow forceless Sigismund,","['Enough', 'swallow', 'forceless', 'Sigismund']",-0.493040793
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,13,Yet scarce enough t' encounter Tamburlaine.,"['Yet', 'scarce', 'enough', 'encounter', 'Tamburlaine']",-0.224220503
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,14,"He brings a world of people to the field,","['brings', 'world', 'people', 'field']",0.738696796
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,15,]From Scythia to the oriental plage,"['Scythia', 'oriental', 'plage']",-0.034808118
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,16,"Of India, where raging Lantchidol","['India', 'raging', 'Lantchidol']",-0.061603043
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,17,"Beats on the regions with his boisterous blows,","['Beats', 'regions', 'boisterous', 'blows']",0.313274615
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,18,That never seaman yet discovered.,"['never', 'seaman', 'yet', 'discovered']",-0.151825767
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,19,"All Asia is in arms with Tamburlaine,","['Asia', 'arms', 'Tamburlaine']",0.313345732
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,20,Even from the midst of fiery Cancer's tropic,"['Even', 'midst', 'fiery', 'Cancer', 'tropic']",-0.090750188
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,21,To Amazonia under Capricorn;,"['Amazonia', 'Capricorn']",0.084398812
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,22,"And thence, as far as Archipelago,","['thence', 'far', 'Archipelago']",0.041353676
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,23,All Afric is in arms with Tamburlaine:,"['Afric', 'arms', 'Tamburlaine']",0.226841062
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,24,"Therefore, viceroy,  the Christians must have peace.","['Therefore', 'viceroy', 'Christians', 'must', 'peace']",0.103871111
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,1,"Orcanes, (as our legates promis'd thee,)","['Orcanes', 'legates', 'promis']",0.036953673
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,2,"We, with our peers, have cross'd Danubius' stream,","['peers', 'cross', 'Danubius', 'stream']",0.187648858
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,3,To treat of friendly peace or deadly war.,"['treat', 'friendly', 'peace', 'deadly', 'war']",-0.304942103
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,4,"Take which thou wilt; for, as the Romans us'd,","['Take', 'wilt', 'Romans']",0.014559396
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,5,I here present thee with a naked sword:,"['present', 'naked', 'sword']",0.012533668
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,6,"Wilt thou have war, then shake this blade at me;","['Wilt', 'war', 'shake', 'blade']",-0.184115
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,7,"If peace, restore it to my hands again,","['peace', 'restore', 'hands']",0.429188829
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,8,"And I will sheathe it, to confirm the same.","['sheathe', 'confirm']",-0.551745977
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,1,"Stay, Sigismund:  forgett'st thou I am he","['Stay', 'Sigismund', ""forgett'st""]",-0.026303828
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,2,"That with the cannon shook Vienna-walls,","['cannon', 'shook', 'Vienna-walls']",-0.038509965
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,3,"And made it dance upon the continent,","['made', 'dance', 'upon', 'continent']",0.224674359
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,4,As when the massy substance of the earth,"['massy', 'substance', 'earth']",-0.022823997
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,5,Quiver about the axle-tree of heaven?,"['Quiver', 'axle-tree', 'heaven']",0.008401442
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,6,"Forgett'st thou that I sent a shower of darts,","[""Forgett'st"", 'sent', 'shower', 'darts']",-0.237664524
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,7,"Mingled with powder'd shot and feather'd steel,","['Mingled', 'powder', 'shot', 'feather', 'steel']",-0.04851722
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,8,"So thick upon the blink-ey'd burghers' heads,","['thick', 'upon', 'blink-ey', 'burghers', 'heads']",-0.177495584
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,9,"That thou thyself, then County Palatine,","['thyself', 'County', 'Palatine']",0.020505764
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,10,"The King of Boheme,  and the Austric Duke,","['King', 'Boheme', 'Austric', 'Duke']",0.068119816
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,11,"Sent heralds out, which basely on their knees,","['Sent', 'heralds', 'basely', 'knees']",-0.173831902
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,12,"In all your names, desir'd a truce of me?","['names', 'desir', 'truce']",-0.084145416
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,13,"Forgett'st thou that, to have me raise my siege,","[""Forgett'st"", 'raise', 'siege']",-0.171491511
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,14,"Waggons of gold were set before my tent,","['Waggons', 'gold', 'set', 'tent']",0.123501044
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,15,Stampt with the princely fowl that in her wings,"['Stampt', 'princely', 'fowl', 'wings']",-0.01260069
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,16,Carries the fearful thunderbolts of Jove?,"['Carries', 'fearful', 'thunderbolts', 'Jove']",-0.195543166
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,17,"How canst thou think of this, and offer war?","['canst', 'think', 'offer', 'war']",-0.755367845
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,1,"Vienna was besieg'd, and I was there,","['Vienna', 'besieg']",-0.014088377
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,2,"Then County Palatine, but now a king,","['County', 'Palatine', 'king']",0.063205585
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,3,And what we did was in extremity,['extremity'],0.045841504
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,4,"But now, Orcanes, view my royal host,","['Orcanes', 'view', 'royal', 'host']",0.12022223
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,5,"That hides these plains, and seems as vast and wide","['hides', 'plains', 'seems', 'vast', 'wide']",0.01405409
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,6,As doth the desert of Arabia,"['doth', 'desert', 'Arabia']",-0.111251727
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,7,"To those that stand on Bagdet's  lofty tower,","['stand', 'Bagdet', 'lofty', 'tower']",0.162411766
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,8,Or as the ocean to the traveller,"['ocean', 'traveller']",-0.019451402
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,9,That rests upon the snowy Appenines;,"['rests', 'upon', 'snowy', 'Appenines']",0.079041276
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,10,"And tell me whether I should stoop so low,","['tell', 'whether', 'stoop', 'low']",-0.313483791
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,11,Or treat of peace with the Natolian king.,"['treat', 'peace', 'Natolian', 'king']",0.039093502
Tamburlaine the Great-Part2,GAZELLUS,ACT I.,SCENE I.,1,"Kings of Natolia and of Hungary,","['Kings', 'Natolia', 'Hungary']",0.028261594
Tamburlaine the Great-Part2,GAZELLUS,ACT I.,SCENE I.,2,"We came from Turkey to confirm a league,","['came', 'Turkey', 'confirm', 'league']",0.026610661
Tamburlaine the Great-Part2,GAZELLUS,ACT I.,SCENE I.,3,And not to dare each other to the field.,"['dare', 'field']",-0.237886295
Tamburlaine the Great-Part2,GAZELLUS,ACT I.,SCENE I.,4,A friendly parle  might become you both.,"['friendly', 'parle', 'might', 'become']",0.494211486
Tamburlaine the Great-Part2,FREDERICK,ACT I.,SCENE I.,1,"And we from Europe, to the same intent;","['Europe', 'intent']",0.059127294
Tamburlaine the Great-Part2,FREDERICK,ACT I.,SCENE I.,2,"Which if your general refuse or scorn,","['general', 'refuse', 'scorn']",-0.385947153
Tamburlaine the Great-Part2,FREDERICK,ACT I.,SCENE I.,3,"Our tents are pitch'd, our men stand  in array,","['tents', 'pitch', 'men', 'stand', 'array']",0.094919309
Tamburlaine the Great-Part2,FREDERICK,ACT I.,SCENE I.,4,Ready to charge you ere you stir your feet.,"['Ready', 'charge', 'stir', 'feet']",-0.021049723
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,1,"So prest  are we:  but yet, if Sigismund","['prest', 'yet', 'Sigismund']",-0.090670273
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,2,"Speak as a friend, and stand not upon terms,","['Speak', 'friend', 'stand', 'upon', 'terms']",-0.011495106
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,3,Here is his sword; let peace be ratified,"['sword', 'let', 'peace', 'ratified']",-0.014957614
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,4,"On these conditions specified before,","['conditions', 'specified']",-0.078090727
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,5,Drawn with advice of our ambassadors.,"['Drawn', 'advice', 'ambassadors']",0.043099888
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,1,"Then here I sheathe it, and give thee my hand,","['sheathe', 'give', 'hand']",0.023670442
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,2,"Never to draw it out, or  manage arms","['Never', 'draw', 'manage', 'arms']",-0.24303459
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,3,"Against thyself or thy confederates,","['thyself', 'confederates']",-0.279082807
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,4,"But, whilst I live, will be at truce with thee.","['whilst', 'live', 'truce']",0.082319962
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,1,"But, Sigismund, confirm it with an oath,","['Sigismund', 'confirm', 'oath']",0.07749258
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,2,And swear in sight of heaven and by thy Christ.,"['swear', 'sight', 'heaven', 'Christ']",0.215483917
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,1,"By Him that made the world and sav'd my soul,","['made', 'world', 'sav', 'soul']",0.453072719
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,2,"The Son of God and issue of a maid,","['Son', 'God', 'issue', 'maid']",0.104770586
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,3,"Sweet Jesus Christ, I solemnly protest","['Sweet', 'Jesus', 'Christ', 'solemnly', 'protest']",-0.850351844
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,4,And vow to keep this peace inviolable!,"['vow', 'keep', 'peace', 'inviolable']",0.571359377
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,1,"By sacred Mahomet, the friend of God,","['sacred', 'Mahomet', 'friend', 'God']",0.226806302
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,2,"Whose holy Alcoran remains with us,","['Whose', 'holy', 'Alcoran', 'remains']",0.127099419
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,3,"Whose glorious body, when he left the world,","['Whose', 'glorious', 'body', 'left', 'world']",0.235610418
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,4,"Clos'd in a coffin mounted up the air,","['Clos', 'coffin', 'mounted', 'air']",-0.323425427
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,5,"And hung on stately Mecca's temple-roof,","['hung', 'stately', 'Mecca', 'temple-roof']",-0.039533816
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,6,I swear to keep this truce inviolable!,"['swear', 'keep', 'truce', 'inviolable']",0.386679318
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,7,"Of whose conditions  and our solemn oaths,","['whose', 'conditions', 'solemn', 'oaths']",-0.05399695
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,8,"Sign'd with our hands, each shall retain a scroll,","['Sign', 'hands', 'shall', 'retain', 'scroll']",0.081037184
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,9,As memorable witness of our league.,"['memorable', 'witness', 'league']",0.374918626
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,10,"Now, Sigismund, if any Christian king","['Sigismund', 'Christian', 'king']",-0.025628343
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,11,"Encroach upon the confines of thy realm,","['Encroach', 'upon', 'confines', 'realm']",-0.007886708
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,12,"Send word, Orcanes of Natolia","['Send', 'word', 'Orcanes', 'Natolia']",0.007780135
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,13,"Confirm'd  this league beyond Danubius' stream,","['Confirm', 'league', 'beyond', 'Danubius', 'stream']",0.028769098
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,14,"And they will, trembling, sound a quick retreat;","['trembling', 'sound', 'quick', 'retreat']",-0.099258881
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,15,So am I fear'd among all nations.,"['fear', 'among', 'nations']",-0.622056598
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,1,If any heathen potentate or king,"['heathen', 'potentate', 'king']",-0.391119692
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,2,"Invade Natolia, Sigismund will send","['Invade', 'Natolia', 'Sigismund', 'send']",-0.01582263
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,3,"A hundred thousand horse train'd to the war,","['hundred', 'thousand', 'horse', 'train', 'war']",-0.083215699
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,4,"And back'd by  stout lanciers of Germany,","['back', 'stout', 'lanciers', 'Germany']",0.000703357
Tamburlaine the Great-Part2,SIGISMUND,ACT I.,SCENE I.,5,The strength and sinews of the imperial seat.,"['strength', 'sinews', 'imperial', 'seat']",-0.152263165
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,1,"I thank thee, Sigismund; but, when I war,","['thank', 'Sigismund', 'war']",0.380524084
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,2,"All Asia Minor, Africa, and Greece,","['Asia', 'Minor', 'Africa', 'Greece']",0.009509303
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,3,Follow my standard and my thundering drums.,"['Follow', 'standard', 'thundering', 'drums']",0.075074961
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,4,"Come, let us go and banquet in our tents:","['Come', 'let', 'go', 'banquet', 'tents']",0.207769405
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,5,I will despatch chief of my army hence,"['despatch', 'chief', 'army']",-0.006255679
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,6,"To fair Natolia and to Trebizon,","['fair', 'Natolia', 'Trebizon']",0.083532535
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,7,To stay my coming 'gainst proud Tamburlaine:,"['stay', 'coming', ""'gainst"", 'proud', 'Tamburlaine']",0.575550226
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,8,"Friend Sigismund, and peers of Hungary,","['Friend', 'Sigismund', 'peers', 'Hungary']",0.112467716
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,9,"Come, banquet and carouse with us a while,","['Come', 'banquet', 'carouse']",0.299318162
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE I.,10,And then depart we to our territories.,"['depart', 'territories']",-0.054652862
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE II.,11,"I thank thee, Sigismund; but, when I war,","['thank', 'Sigismund', 'war']",0.380524084
Tamburlaine the Great-Part2,ORCANES,ACT I.,SCENE II.,12,"All Asia Minor, Africa, and Greece,","['Asia', 'Minor', 'Africa', 'Greece']",0.009509303
