play_name,genre,character,act,scene,sentence,text,tokens,sentiment_score
The Merchant of Venice,Comedy,Salarino,1,1,53,Nature hath framed strange fellows in her time:,"['Nature', 'framed', 'strange', 'fellows', 'time']",-0.023256823420524597
The Merchant of Venice,Comedy,Salarino,1,1,54,Some that will evermore peep through their eyes,"['evermore', 'peep', 'eyes']",0.12044546753168106
The Merchant of Venice,Comedy,Salarino,1,1,55,"And laugh like parrots at a bag-piper,","['laugh', 'like', 'parrots', 'bag-piper']",0.4080280102789402
The Merchant of Venice,Comedy,Salarino,1,1,56,And other of such vinegar aspect,"['vinegar', 'aspect']",-0.06818235665559769
The Merchant of Venice,Comedy,Salarino,1,1,57,"That they'll not show their teeth in way of smile,","['show', 'teeth', 'way', 'smile']",-0.08130718022584915
The Merchant of Venice,Comedy,Salarino,1,1,58,Though Nestor swear the jest be laughable.,"['Though', 'Nestor', 'swear', 'jest', 'laughable']",-0.21231359988451004
The Merchant of Venice,Comedy,Salanio,1,1,59,"Here comes Bassanio, your most noble kinsman,","['comes', 'noble', 'kinsman']",0.6703890552744269
The Merchant of Venice,Comedy,Salanio,1,1,60,Gratiano and Lorenzo. Fare ye well:,"['Fare', 'well']",0.6316171493381262
The Merchant of Venice,Comedy,Salanio,1,1,61,We leave you now with better company.,"['leave', 'better', 'company']",0.49200694635510445
The Merchant of Venice,Comedy,Salarino,1,1,62,"I would have stay'd till I had made you merry,","['would', 'stay', 'till', 'made', 'merry']",0.5350858382880688
The Merchant of Venice,Comedy,Salarino,1,1,63,If worthier friends had not prevented me.,"['worthier', 'friends', 'prevented']",-0.1456523761153221
The Merchant of Venice,Comedy,Antonio,1,1,64,Your worth is very dear in my regard.,"['worth', 'dear', 'regard']",0.8418502155691385
The Merchant of Venice,Comedy,Antonio,1,1,65,"I take it, your own business calls on you","['take', 'business', 'calls']",-0.12636123970150948
The Merchant of Venice,Comedy,Antonio,1,1,66,And you embrace the occasion to depart.,"['embrace', 'occasion', 'depart']",0.23735429532825947
The Merchant of Venice,Comedy,Salarino,1,1,67,"Good morrow, my good lords.","['Good', 'morrow', 'good', 'lords']",0.8417118643410504
The Merchant of Venice,Comedy,Bassanio,1,1,68,"Good signiors both, when shall we laugh? say, when?","['Good', 'signiors', 'shall', 'laugh', 'say']",0.8461033450439572
The Merchant of Venice,Comedy,Bassanio,1,1,69,You grow exceeding strange: must it be so?,"['grow', 'exceeding', 'strange', 'must']",-0.15724864602088928
The Merchant of Venice,Comedy,Salarino,1,1,70,We'll make our leisures to attend on yours.,"['make', 'leisures', 'attend']",0.1567722801119089
The Merchant of Venice,Comedy,Lorenzo,1,1,71,"My Lord Bassanio, since you have found Antonio,","['Lord', 'since', 'found']",0.15604971628636122
The Merchant of Venice,Comedy,Lorenzo,1,1,72,"We two will leave you: but at dinner-time,","['two', 'leave', 'dinner-time']",0.017007626593112946
The Merchant of Venice,Comedy,Lorenzo,1,1,73,"I pray you, have in mind where we must meet.","['pray', 'mind', 'must', 'meet']",0.2107104044407606
The Merchant of Venice,Comedy,Bassanio,1,1,74,I will not fail you.,['fail'],0.16805502772331238
The Merchant of Venice,Comedy,Gratiano,1,1,75,"You look not well, Signior Antonio;","['look', 'well', 'Signior']",-0.9125323556363583
The Merchant of Venice,Comedy,Gratiano,1,1,76,You have too much respect upon the world:,"['much', 'respect', 'upon', 'world']",-0.1339370161294937
The Merchant of Venice,Comedy,Gratiano,1,1,77,They lose it that do buy it with much care:,"['lose', 'buy', 'much', 'care']",-0.43658091127872467
The Merchant of Venice,Comedy,Gratiano,1,1,78,"Believe me, you are marvellously changed.","['Believe', 'marvellously', 'changed']",0.8677062448114157
The Merchant of Venice,Comedy,Antonio,1,1,79,"I hold the world but as the world, Gratiano;","['hold', 'world', 'world']",0.0737297348678112
The Merchant of Venice,Comedy,Antonio,1,1,80,"A stage where every man must play a part,","['stage', 'every', 'man', 'must', 'play', 'part']",-0.007653690874576569
The Merchant of Venice,Comedy,Antonio,1,1,81,And mine a sad one.,"['sad', 'one']",-0.46365800499916077
The Merchant of Venice,Comedy,Gratiano,1,1,82,Let me play the fool:,"['Let', 'play', 'fool']",-0.2216898873448372
The Merchant of Venice,Comedy,Gratiano,1,1,83,"With mirth and laughter let old wrinkles come,","['mirth', 'laughter', 'let', 'old', 'wrinkles', 'come']",0.686403258703649
The Merchant of Venice,Comedy,Gratiano,1,1,84,And let my liver rather heat with wine,"['let', 'liver', 'rather', 'heat', 'wine']",-0.11204446852207184
The Merchant of Venice,Comedy,Gratiano,1,1,85,Than my heart cool with mortifying groans.,"['heart', 'cool', 'mortifying', 'groans']",-0.40699387341737747
The Merchant of Venice,Comedy,Gratiano,1,1,86,"Why should a man, whose blood is warm within,","['man', 'whose', 'blood', 'warm', 'within']",-0.16959869116544724
The Merchant of Venice,Comedy,Gratiano,1,1,87,Sit like his grandsire cut in alabaster?,"['Sit', 'like', 'grandsire', 'cut', 'alabaster']",-0.10081991367042065
The Merchant of Venice,Comedy,Gratiano,1,1,88,Sleep when he wakes and creep into the jaundice,"['Sleep', 'wakes', 'creep', 'jaundice']",-0.18917393125593662
The Merchant of Venice,Comedy,Gratiano,1,1,89,"By being peevish? I tell thee what, Antonio--","['peevish', 'tell']",-0.3520956486463547
The Merchant of Venice,Comedy,Gratiano,1,1,90,"I love thee, and it is my love that speaks--","['love', 'love', 'speaks']",0.8874442772939801
The Merchant of Venice,Comedy,Gratiano,1,1,91,There are a sort of men whose visages,"['sort', 'men', 'whose', 'visages']",-0.03652859106659889
The Merchant of Venice,Comedy,Gratiano,1,1,92,"Do cream and mantle like a standing pond,","['cream', 'mantle', 'like', 'standing', 'pond']",0.10720623284578323
The Merchant of Venice,Comedy,Gratiano,1,1,93,"And do a wilful stillness entertain,","['wilful', 'stillness', 'entertain']",0.06984672322869301
The Merchant of Venice,Comedy,Gratiano,1,1,94,With purpose to be dress'd in an opinion,"['purpose', 'dress', 'opinion']",-0.022306349128484726
The Merchant of Venice,Comedy,Gratiano,1,1,95,"Of wisdom, gravity, profound conceit,","['wisdom', 'gravity', 'profound', 'conceit']",0.2619323059916496
The Merchant of Venice,Comedy,Gratiano,1,1,96,"As who should say 'I am Sir Oracle,","['say', 'Sir', 'Oracle']",0.07556646689772606
The Merchant of Venice,Comedy,Gratiano,1,1,97,And when I ope my lips let no dog bark!',"['ope', 'lips', 'let', 'dog', 'bark']",0.014362722635269165
The Merchant of Venice,Comedy,Gratiano,1,1,98,"O my Antonio, I do know of these",['know'],-0.06513632833957672
The Merchant of Venice,Comedy,Gratiano,1,1,99,That therefore only are reputed wise,"['therefore', 'reputed', 'wise']",0.030200138688087463
The Merchant of Venice,Comedy,Gratiano,1,1,100,"For saying nothing; when, I am very sure,","['saying', 'nothing', 'sure']",0.059355199337005615
The Merchant of Venice,Comedy,Gratiano,1,1,101,"If they should speak, would almost damn those ears,","['speak', 'would', 'almost', 'damn', 'ears']",-0.6428955215960741
The Merchant of Venice,Comedy,Gratiano,1,1,102,"Which, hearing them, would call their brothers fools.","['hearing', 'would', 'call', 'brothers', 'fools']",-0.6666861940175295
The Merchant of Venice,Comedy,Gratiano,1,1,103,I'll tell thee more of this another time:,"['tell', 'another', 'time']",0.057211242616176605
The Merchant of Venice,Comedy,Gratiano,1,1,104,"But fish not, with this melancholy bait,","['fish', 'melancholy', 'bait']",-0.4119113739579916
The Merchant of Venice,Comedy,Gratiano,1,1,105,"For this fool gudgeon, this opinion.","['fool', 'gudgeon', 'opinion']",-0.9073605239391327
The Merchant of Venice,Comedy,Gratiano,1,1,106,"Come, good Lorenzo. Fare ye well awhile:","['Come', 'good', 'Fare', 'well', 'awhile']",0.7773283596616238
The Merchant of Venice,Comedy,Gratiano,1,1,107,I'll end my exhortation after dinner.,"['end', 'exhortation', 'dinner']",-0.08989750221371651
The Merchant of Venice,Comedy,Lorenzo,1,1,108,"Well, we will leave you then till dinner-time:","['Well', 'leave', 'till', 'dinner-time']",0.04960621893405914
The Merchant of Venice,Comedy,Lorenzo,1,1,109,"I must be one of these same dumb wise men,","['must', 'one', 'dumb', 'wise', 'men']",-0.7943103536963463
The Merchant of Venice,Comedy,Lorenzo,1,1,110,For Gratiano never lets me speak.,"['never', 'lets', 'speak']",-0.5768843740224838
The Merchant of Venice,Comedy,Gratiano,1,1,111,"Well, keep me company but two years moe,","['Well', 'keep', 'company', 'two', 'years', 'moe']",-0.008255884051322937
The Merchant of Venice,Comedy,Gratiano,1,1,112,Thou shalt not know the sound of thine own tongue.,"['shalt', 'know', 'sound', 'tongue']",-0.5416812375187874
The Merchant of Venice,Comedy,Antonio,1,1,113,Farewell: I'll grow a talker for this gear.,"['Farewell', 'grow', 'talker', 'gear']",0.3665388636291027
The Merchant of Venice,Comedy,Gratiano,1,1,114,"Thanks, i' faith, for silence is only commendable","['Thanks', 'faith', 'silence', 'commendable']",0.8349504880607128
The Merchant of Venice,Comedy,Gratiano,1,1,115,In a neat's tongue dried and a maid not vendible.,"['neat', 'tongue', 'dried', 'maid', 'vendible']",-0.4189636241644621
The Merchant of Venice,Comedy,Antonio,1,1,116,Is that any thing now?,['thing'],-0.0962168537080288
The Merchant of Venice,Comedy,Bassanio,1,1,117,"Gratiano speaks an infinite deal of nothing, more","['speaks', 'infinite', 'deal', 'nothing']",-0.21823998540639877
The Merchant of Venice,Comedy,Bassanio,1,1,118,than any man in all Venice. His reasons are as two,"['man', 'Venice', 'reasons', 'two']",-0.05566558986902237
The Merchant of Venice,Comedy,Bassanio,1,1,119,grains of wheat hid in two bushels of chaff: you,"['grains', 'wheat', 'hid', 'two', 'bushels', 'chaff']",-0.40253065153956413
The Merchant of Venice,Comedy,Bassanio,1,1,120,"shall seek all day ere you find them, and when you","['shall', 'seek', 'day', 'find']",0.12157158367335796
The Merchant of Venice,Comedy,Bassanio,1,1,121,"have them, they are not worth the search.","['worth', 'search']",-0.8755298773758113
The Merchant of Venice,Comedy,Antonio,1,1,122,"Well, tell me now what lady is the same","['Well', 'tell', 'lady']",-0.2899595722556114
The Merchant of Venice,Comedy,Antonio,1,1,123,"To whom you swore a secret pilgrimage,","['swore', 'secret', 'pilgrimage']",-0.0666104145348072
The Merchant of Venice,Comedy,Antonio,1,1,124,That you to-day promised to tell me of?,"['to-day', 'promised', 'tell']",-0.1657036878168583
The Merchant of Venice,Comedy,Bassanio,1,1,125,"'Tis not unknown to you, Antonio,","[""'T"", 'unknown']",0.034423746168613434
The Merchant of Venice,Comedy,Bassanio,1,1,126,"How much I have disabled mine estate,","['much', 'disabled', 'estate']",-0.2658448554575443
The Merchant of Venice,Comedy,Bassanio,1,1,127,By something showing a more swelling port,"['something', 'showing', 'swelling', 'port']",0.02463420480489731
The Merchant of Venice,Comedy,Bassanio,1,1,128,Than my faint means would grant continuance:,"['faint', 'means', 'would', 'grant', 'continuance']",0.10999228805303574
The Merchant of Venice,Comedy,Bassanio,1,1,129,Nor do I now make moan to be abridged,"['make', 'moan', 'abridged']",-0.4574385639280081
The Merchant of Venice,Comedy,Bassanio,1,1,130,From such a noble rate; but my chief care,"['noble', 'rate', 'chief', 'care']",0.23468215391039848
The Merchant of Venice,Comedy,Bassanio,1,1,131,Is to come fairly off from the great debts,"['come', 'fairly', 'great', 'debts']",-0.03923948109149933
The Merchant of Venice,Comedy,Bassanio,1,1,132,Wherein my time something too prodigal,"['Wherein', 'time', 'something', 'prodigal']",-0.12343600392341614
The Merchant of Venice,Comedy,Bassanio,1,1,133,"Hath left me gaged. To you, Antonio,","['left', 'gaged']",-0.09795195981860161
The Merchant of Venice,Comedy,Bassanio,1,1,134,"I owe the most, in money and in love,","['owe', 'money', 'love']",0.26598841696977615
The Merchant of Venice,Comedy,Bassanio,1,1,135,And from your love I have a warranty,"['love', 'warranty']",0.5665386635810137
The Merchant of Venice,Comedy,Bassanio,1,1,136,To unburden all my plots and purposes,"['unburden', 'plots', 'purposes']",0.008647464215755463
The Merchant of Venice,Comedy,Bassanio,1,1,137,How to get clear of all the debts I owe.,"['get', 'clear', 'debts', 'owe']",-0.3927295785397291
The Merchant of Venice,Comedy,Antonio,1,1,138,"I pray you, good Bassanio, let me know it;","['pray', 'good', 'let', 'know']",0.5253254054114223
The Merchant of Venice,Comedy,Antonio,1,1,139,"And if it stand, as you yourself still do,","['stand', 'still']",-0.0037415847182273865
The Merchant of Venice,Comedy,Antonio,1,1,140,"Within the eye of honour, be assured,","['Within', 'eye', 'honour', 'assured']",0.2634187452495098
The Merchant of Venice,Comedy,Antonio,1,1,141,"My purse, my person, my extremest means,","['purse', 'person', 'extremest', 'means']",-0.07684537023305893
The Merchant of Venice,Comedy,Antonio,1,1,142,Lie all unlock'd to your occasions.,"['Lie', 'unlock', 'occasions']",-0.30540579929947853
The Merchant of Venice,Comedy,Bassanio,1,1,143,"In my school-days, when I had lost one shaft,","['school-days', 'lost', 'one', 'shaft']",-0.2734767384827137
The Merchant of Venice,Comedy,Bassanio,1,1,144,I shot his fellow of the self-same flight,"['shot', 'fellow', 'self-same', 'flight']",-0.6691962666809559
The Merchant of Venice,Comedy,Bassanio,1,1,145,"The self-same way with more advised watch,","['self-same', 'way', 'advised', 'watch']",0.024377789348363876
The Merchant of Venice,Comedy,Bassanio,1,1,146,"To find the other forth, and by adventuring both","['find', 'forth', 'adventuring']",0.12441766634583473
The Merchant of Venice,Comedy,Bassanio,1,1,147,"I oft found both: I urge this childhood proof,","['oft', 'found', 'urge', 'childhood', 'proof']",0.1935063637793064
The Merchant of Venice,Comedy,Bassanio,1,1,148,Because what follows is pure innocence.,"['follows', 'pure', 'innocence']",0.420324482023716
The Merchant of Venice,Comedy,Bassanio,1,1,149,"I owe you much, and, like a wilful youth,","['owe', 'much', 'like', 'wilful', 'youth']",0.5783308316022158
The Merchant of Venice,Comedy,Bassanio,1,1,150,That which I owe is lost; but if you please,"['owe', 'lost', 'please']",-0.16479701176285744
The Merchant of Venice,Comedy,Bassanio,1,1,151,To shoot another arrow that self way,"['shoot', 'another', 'arrow', 'self', 'way']",-0.033456698060035706
The Merchant of Venice,Comedy,Bassanio,1,1,152,"Which you did shoot the first, I do not doubt,","['shoot', 'first', 'doubt']",0.00479532778263092
The Merchant of Venice,Comedy,Bassanio,1,1,153,"As I will watch the aim, or to find both","['watch', 'aim', 'find']",0.027510076761245728
The Merchant of Venice,Comedy,Bassanio,1,1,154,Or bring your latter hazard back again,"['bring', 'latter', 'hazard', 'back']",-0.09475886076688766
The Merchant of Venice,Comedy,Bassanio,1,1,155,And thankfully rest debtor for the first.,"['thankfully', 'rest', 'debtor', 'first']",0.7297433838248253
The Merchant of Venice,Comedy,Antonio,1,1,156,"You know me well, and herein spend but time","['know', 'well', 'herein', 'spend', 'time']",-0.05599002540111542
The Merchant of Venice,Comedy,Antonio,1,1,157,To wind about my love with circumstance;,"['wind', 'love', 'circumstance']",0.10575121268630028
The Merchant of Venice,Comedy,Antonio,1,1,158,And out of doubt you do me now more wrong,"['doubt', 'wrong']",-0.8928771712817252
The Merchant of Venice,Comedy,Antonio,1,1,159,In making question of my uttermost,"['making', 'question', 'uttermost']",-0.05343236029148102
The Merchant of Venice,Comedy,Antonio,1,1,160,Than if you had made waste of all I have:,"['made', 'waste']",-0.4342891275882721
The Merchant of Venice,Comedy,Antonio,1,1,161,Then do but say to me what I should do,['say'],-0.11584706231951714
The Merchant of Venice,Comedy,Antonio,1,1,162,"That in your knowledge may by me be done,","['knowledge', 'may', 'done']",0.18540321290493011
The Merchant of Venice,Comedy,Antonio,1,1,163,"And I am prest unto it: therefore, speak.","['prest', 'unto', 'therefore', 'speak']",0.07420745864510536
The Merchant of Venice,Comedy,Bassanio,1,1,164,In Belmont is a lady richly left;,"['Belmont', 'lady', 'richly', 'left']",0.3835854325443506
The Merchant of Venice,Comedy,Bassanio,1,1,165,"And she is fair, and, fairer than that word,","['fair', 'fairer', 'word']",0.5820032507181168
The Merchant of Venice,Comedy,Bassanio,1,1,166,Of wondrous virtues: sometimes from her eyes,"['wondrous', 'virtues', 'sometimes', 'eyes']",0.6889696381986141
The Merchant of Venice,Comedy,Bassanio,1,1,167,I did receive fair speechless messages:,"['receive', 'fair', 'speechless', 'messages']",0.22239238768815994
The Merchant of Venice,Comedy,Bassanio,1,1,168,"Her name is Portia, nothing undervalued","['name', 'nothing', 'undervalued']",0.5816901177167892
The Merchant of Venice,Comedy,Bassanio,1,1,169,"To Cato's daughter, Brutus' Portia:","['Cato', 'daughter', 'Brutus']",-0.01386987790465355
The Merchant of Venice,Comedy,Bassanio,1,1,170,"Nor is the wide world ignorant of her worth,","['wide', 'world', 'ignorant', 'worth']",-0.14257698506116867
The Merchant of Venice,Comedy,Bassanio,1,1,171,For the four winds blow in from every coast,"['four', 'winds', 'blow', 'every', 'coast']",0.01406686007976532
The Merchant of Venice,Comedy,Bassanio,1,1,172,"Renowned suitors, and her sunny locks","['Renowned', 'suitors', 'sunny', 'locks']",0.2735187914222479
The Merchant of Venice,Comedy,Bassanio,1,1,173,Hang on her temples like a golden fleece;,"['Hang', 'temples', 'like', 'golden', 'fleece']",0.1231422945857048
The Merchant of Venice,Comedy,Bassanio,1,1,174,"Which makes her seat of Belmont Colchos' strand,","['makes', 'seat', 'Belmont', 'Colchos', 'strand']",0.03993885591626167
The Merchant of Venice,Comedy,Bassanio,1,1,175,And many Jasons come in quest of her.,"['many', 'Jasons', 'come', 'quest']",0.03650045394897461
The Merchant of Venice,Comedy,Bassanio,1,1,176,"O my Antonio, had I but the means",['means'],-0.19190338253974915
The Merchant of Venice,Comedy,Bassanio,1,1,177,"To hold a rival place with one of them,","['hold', 'rival', 'place', 'one']",-0.03138606250286102
The Merchant of Venice,Comedy,Bassanio,1,1,178,"I have a mind presages me such thrift,","['mind', 'presages', 'thrift']",0.13207757472991943
The Merchant of Venice,Comedy,Bassanio,1,1,179,That I should questionless be fortunate!,"['questionless', 'fortunate']",0.5930836237967014
The Merchant of Venice,Comedy,Antonio,1,1,180,Thou know'st that all my fortunes are at sea;,"[""know'st"", 'fortunes', 'sea']",-0.03294777125120163
The Merchant of Venice,Comedy,Antonio,1,1,181,Neither have I money nor commodity,"['Neither', 'money', 'commodity']",-0.3994278125464916
The Merchant of Venice,Comedy,Antonio,1,1,182,To raise a present sum: therefore go forth;,"['raise', 'present', 'sum', 'therefore', 'go', 'forth']",0.12135745957493782
The Merchant of Venice,Comedy,Antonio,1,1,183,Try what my credit can in Venice do:,"['Try', 'credit', 'Venice']",0.01054304838180542
The Merchant of Venice,Comedy,Antonio,1,1,184,"That shall be rack'd, even to the uttermost,","['shall', 'rack', 'even', 'uttermost']",0.015636496245861053
The Merchant of Venice,Comedy,Antonio,1,1,185,"To furnish thee to Belmont, to fair Portia.","['furnish', 'Belmont', 'fair']",0.07528891041874886
The Merchant of Venice,Comedy,Antonio,1,1,186,"Go, presently inquire, and so will I,","['Go', 'presently', 'inquire']",0.09254044480621815
The Merchant of Venice,Comedy,Antonio,1,1,187,"Where money is, and I no question make","['money', 'question', 'make']",0.05429411679506302
The Merchant of Venice,Comedy,Antonio,1,1,188,To have it of my trust or for my sake.,"['trust', 'sake']",0.06662913039326668
The Merchant of Venice,Comedy,Antonio,1,1,189,SCENE II: Belmont. A room in PORTIA'S house.,"['SCENE', 'II', 'Belmont', 'room', 'PORTIA', 'house']",0.026978757232427597
The Merchant of Venice,Comedy,Portia,1,1,190,"By my troth, Nerissa, my little body is aweary of","['troth', 'little', 'body', 'aweary']",0.044110577553510666
The Merchant of Venice,Comedy,Portia,1,1,191,this great world.,"['great', 'world']",0.8625800972804427
The Merchant of Venice,Comedy,Nerissa,1,1,192,"You would be, sweet madam, if your miseries were in","['would', 'sweet', 'madam', 'miseries']",-0.05228026211261749
The Merchant of Venice,Comedy,Nerissa,1,1,193,the same abundance as your good fortunes are: and,"['abundance', 'good', 'fortunes']",0.7616080204024911
The Merchant of Venice,Comedy,Nerissa,1,1,194,"yet, for aught I see, they are as sick that surfeit","['yet', 'aught', 'see', 'sick', 'surfeit']",-0.719947449862957
The Merchant of Venice,Comedy,Nerissa,1,1,195,with too much as they that starve with nothing. It,"['much', 'starve', 'nothing']",-0.7162769623100758
The Merchant of Venice,Comedy,Nerissa,1,1,196,"is no mean happiness therefore, to be seated in the","['mean', 'happiness', 'therefore', 'seated']",-0.153353251516819
The Merchant of Venice,Comedy,Nerissa,1,1,197,"mean: superfluity comes sooner by white hairs, but","['mean', 'superfluity', 'comes', 'sooner', 'white', 'hairs']",-0.23673389852046967
